source_type,assigned_species,dest_path,source_path,original_primary_label
train_audio,grekis,data/train_upsampled_species/grekis/iNat852130_seg0.ogg,data/train_audio_upsampled/grekis/iNat852130_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1277074_seg0.ogg,data/train_audio_upsampled/grekis/iNat1277074_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1132872_seg0.ogg,data/train_audio_upsampled/grekis/iNat1132872_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1691765_seg0.ogg,data/train_audio_upsampled/grekis/iNat1691765_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat144827_seg0.ogg,data/train_audio_upsampled/grekis/iNat144827_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC393268_seg0.ogg,data/train_audio_upsampled/grekis/XC393268_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC210230_seg0.ogg,data/train_audio_upsampled/grekis/XC210230_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat577376_seg0.ogg,data/train_audio_upsampled/grekis/iNat577376_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat59605_seg0.ogg,data/train_audio_upsampled/grekis/iNat59605_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1624362_seg0.ogg,data/train_audio_upsampled/grekis/iNat1624362_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat574465_seg0.ogg,data/train_audio_upsampled/grekis/iNat574465_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1209311_seg0.ogg,data/train_audio_upsampled/grekis/iNat1209311_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC341384_seg0.ogg,data/train_audio_upsampled/grekis/XC341384_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC393272_seg0.ogg,data/train_audio_upsampled/grekis/XC393272_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat766949_seg0.ogg,data/train_audio_upsampled/grekis/iNat766949_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC1000546_seg0.ogg,data/train_audio_upsampled/grekis/XC1000546_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat929981_seg0.ogg,data/train_audio_upsampled/grekis/iNat929981_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC514681_seg0.ogg,data/train_audio_upsampled/grekis/XC514681_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat546250_seg0.ogg,data/train_audio_upsampled/grekis/iNat546250_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC144473_seg0.ogg,data/train_audio_upsampled/grekis/XC144473_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC834187_seg0.ogg,data/train_audio_upsampled/grekis/XC834187_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC789365_seg0.ogg,data/train_audio_upsampled/grekis/XC789365_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC720_seg0.ogg,data/train_audio_upsampled/grekis/XC720_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC518544_seg0.ogg,data/train_audio_upsampled/grekis/XC518544_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat396082_seg0.ogg,data/train_audio_upsampled/grekis/iNat396082_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1294926_seg0.ogg,data/train_audio_upsampled/grekis/iNat1294926_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC210231_seg0.ogg,data/train_audio_upsampled/grekis/XC210231_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC788779_seg0.ogg,data/train_audio_upsampled/grekis/XC788779_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC541411_seg0.ogg,data/train_audio_upsampled/grekis/XC541411_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1104395_seg0.ogg,data/train_audio_upsampled/grekis/iNat1104395_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC358314_seg0.ogg,data/train_audio_upsampled/grekis/XC358314_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC955494_seg0.ogg,data/train_audio_upsampled/grekis/XC955494_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat48089_seg0.ogg,data/train_audio_upsampled/grekis/iNat48089_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat155593_seg0.ogg,data/train_audio_upsampled/grekis/iNat155593_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat74982_seg0.ogg,data/train_audio_upsampled/grekis/iNat74982_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC946011_seg0.ogg,data/train_audio_upsampled/grekis/XC946011_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC285547_seg0.ogg,data/train_audio_upsampled/grekis/XC285547_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC730418_seg0.ogg,data/train_audio_upsampled/grekis/XC730418_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat352815_seg0.ogg,data/train_audio_upsampled/grekis/iNat352815_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat887898_seg0.ogg,data/train_audio_upsampled/grekis/iNat887898_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat655330_seg0.ogg,data/train_audio_upsampled/grekis/iNat655330_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1163757_seg0.ogg,data/train_audio_upsampled/grekis/iNat1163757_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC248744_seg0.ogg,data/train_audio_upsampled/grekis/XC248744_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat972855_seg0.ogg,data/train_audio_upsampled/grekis/iNat972855_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1137017_seg0.ogg,data/train_audio_upsampled/grekis/iNat1137017_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC270494_seg0.ogg,data/train_audio_upsampled/grekis/XC270494_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat610120_seg0.ogg,data/train_audio_upsampled/grekis/iNat610120_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC211740_seg0.ogg,data/train_audio_upsampled/grekis/XC211740_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1417069_seg0.ogg,data/train_audio_upsampled/grekis/iNat1417069_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1266693_seg0.ogg,data/train_audio_upsampled/grekis/iNat1266693_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1624998_seg0.ogg,data/train_audio_upsampled/grekis/iNat1624998_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat372584_seg0.ogg,data/train_audio_upsampled/grekis/iNat372584_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC9603_seg0.ogg,data/train_audio_upsampled/grekis/XC9603_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC529806_seg0.ogg,data/train_audio_upsampled/grekis/XC529806_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC194633_seg0.ogg,data/train_audio_upsampled/grekis/XC194633_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC194631_seg0.ogg,data/train_audio_upsampled/grekis/XC194631_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC199144_seg0.ogg,data/train_audio_upsampled/grekis/XC199144_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat586443_seg0.ogg,data/train_audio_upsampled/grekis/iNat586443_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC461078_seg0.ogg,data/train_audio_upsampled/grekis/XC461078_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1509090_seg0.ogg,data/train_audio_upsampled/grekis/iNat1509090_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC524047_seg0.ogg,data/train_audio_upsampled/grekis/XC524047_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat158652_seg0.ogg,data/train_audio_upsampled/grekis/iNat158652_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC452747_seg0.ogg,data/train_audio_upsampled/grekis/XC452747_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC1028832_seg0.ogg,data/train_audio_upsampled/grekis/XC1028832_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat542282_seg0.ogg,data/train_audio_upsampled/grekis/iNat542282_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat164641_seg0.ogg,data/train_audio_upsampled/grekis/iNat164641_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat833941_seg0.ogg,data/train_audio_upsampled/grekis/iNat833941_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat612764_seg0.ogg,data/train_audio_upsampled/grekis/iNat612764_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC56997_seg0.ogg,data/train_audio_upsampled/grekis/XC56997_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC584175_seg0.ogg,data/train_audio_upsampled/grekis/XC584175_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1676393_seg0.ogg,data/train_audio_upsampled/grekis/iNat1676393_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC955485_seg0.ogg,data/train_audio_upsampled/grekis/XC955485_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1117277_seg0.ogg,data/train_audio_upsampled/grekis/iNat1117277_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1681397_seg0.ogg,data/train_audio_upsampled/grekis/iNat1681397_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC427820_seg0.ogg,data/train_audio_upsampled/grekis/XC427820_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC1045613_seg0.ogg,data/train_audio_upsampled/grekis/XC1045613_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC240055_seg0.ogg,data/train_audio_upsampled/grekis/XC240055_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC771667_seg0.ogg,data/train_audio_upsampled/grekis/XC771667_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1416580_seg0.ogg,data/train_audio_upsampled/grekis/iNat1416580_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1688786_seg0.ogg,data/train_audio_upsampled/grekis/iNat1688786_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC348992_seg0.ogg,data/train_audio_upsampled/grekis/XC348992_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat660268_seg0.ogg,data/train_audio_upsampled/grekis/iNat660268_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1635320_seg0.ogg,data/train_audio_upsampled/grekis/iNat1635320_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1721091_seg0.ogg,data/train_audio_upsampled/grekis/iNat1721091_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC178655_seg0.ogg,data/train_audio_upsampled/grekis/XC178655_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat340148_seg0.ogg,data/train_audio_upsampled/grekis/iNat340148_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat139202_seg0.ogg,data/train_audio_upsampled/grekis/iNat139202_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC705482_seg0.ogg,data/train_audio_upsampled/grekis/XC705482_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1631614_seg0.ogg,data/train_audio_upsampled/grekis/iNat1631614_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1285324_seg0.ogg,data/train_audio_upsampled/grekis/iNat1285324_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat648914_seg0.ogg,data/train_audio_upsampled/grekis/iNat648914_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1722434_seg0.ogg,data/train_audio_upsampled/grekis/iNat1722434_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat298268_seg0.ogg,data/train_audio_upsampled/grekis/iNat298268_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat337730_seg0.ogg,data/train_audio_upsampled/grekis/iNat337730_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1460187_seg0.ogg,data/train_audio_upsampled/grekis/iNat1460187_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1572002_seg0.ogg,data/train_audio_upsampled/grekis/iNat1572002_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat617529_seg0.ogg,data/train_audio_upsampled/grekis/iNat617529_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC697122_seg0.ogg,data/train_audio_upsampled/grekis/XC697122_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1353864_seg0.ogg,data/train_audio_upsampled/grekis/iNat1353864_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC576073_seg0.ogg,data/train_audio_upsampled/grekis/XC576073_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat490074_seg0.ogg,data/train_audio_upsampled/grekis/iNat490074_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC572749_seg0.ogg,data/train_audio_upsampled/grekis/XC572749_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1035217_seg0.ogg,data/train_audio_upsampled/grekis/iNat1035217_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat549413_seg0.ogg,data/train_audio_upsampled/grekis/iNat549413_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1209312_seg0.ogg,data/train_audio_upsampled/grekis/iNat1209312_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat586116_seg0.ogg,data/train_audio_upsampled/grekis/iNat586116_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1480918_seg0.ogg,data/train_audio_upsampled/grekis/iNat1480918_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1485673_seg0.ogg,data/train_audio_upsampled/grekis/iNat1485673_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat176519_seg0.ogg,data/train_audio_upsampled/grekis/iNat176519_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1060909_seg0.ogg,data/train_audio_upsampled/grekis/iNat1060909_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat842708_seg0.ogg,data/train_audio_upsampled/grekis/iNat842708_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat376840_seg0.ogg,data/train_audio_upsampled/grekis/iNat376840_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC312739_seg0.ogg,data/train_audio_upsampled/grekis/XC312739_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1295231_seg0.ogg,data/train_audio_upsampled/grekis/iNat1295231_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1614281_seg0.ogg,data/train_audio_upsampled/grekis/iNat1614281_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1456036_seg0.ogg,data/train_audio_upsampled/grekis/iNat1456036_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat555056_seg0.ogg,data/train_audio_upsampled/grekis/iNat555056_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC450808_seg0.ogg,data/train_audio_upsampled/grekis/XC450808_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1653409_seg0.ogg,data/train_audio_upsampled/grekis/iNat1653409_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat393539_seg0.ogg,data/train_audio_upsampled/grekis/iNat393539_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat735173_seg0.ogg,data/train_audio_upsampled/grekis/iNat735173_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat819335_seg0.ogg,data/train_audio_upsampled/grekis/iNat819335_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC566614_seg0.ogg,data/train_audio_upsampled/grekis/XC566614_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat264012_seg0.ogg,data/train_audio_upsampled/grekis/iNat264012_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat829053_seg0.ogg,data/train_audio_upsampled/grekis/iNat829053_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat51135_seg0.ogg,data/train_audio_upsampled/grekis/iNat51135_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat457436_seg0.ogg,data/train_audio_upsampled/grekis/iNat457436_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC521097_seg0.ogg,data/train_audio_upsampled/grekis/XC521097_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC974457_seg0.ogg,data/train_audio_upsampled/grekis/XC974457_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat730691_seg0.ogg,data/train_audio_upsampled/grekis/iNat730691_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC934071_seg0.ogg,data/train_audio_upsampled/grekis/XC934071_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat506645_seg0.ogg,data/train_audio_upsampled/grekis/iNat506645_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1739068_seg0.ogg,data/train_audio_upsampled/grekis/iNat1739068_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat175731_seg0.ogg,data/train_audio_upsampled/grekis/iNat175731_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC624603_seg0.ogg,data/train_audio_upsampled/grekis/XC624603_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC639593_seg0.ogg,data/train_audio_upsampled/grekis/XC639593_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC562861_seg0.ogg,data/train_audio_upsampled/grekis/XC562861_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat64806_seg0.ogg,data/train_audio_upsampled/grekis/iNat64806_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1190125_seg0.ogg,data/train_audio_upsampled/grekis/iNat1190125_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC558365_seg0.ogg,data/train_audio_upsampled/grekis/XC558365_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC982940_seg0.ogg,data/train_audio_upsampled/grekis/XC982940_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat635160_seg0.ogg,data/train_audio_upsampled/grekis/iNat635160_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat59606_seg0.ogg,data/train_audio_upsampled/grekis/iNat59606_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC123920_seg0.ogg,data/train_audio_upsampled/grekis/XC123920_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1336498_seg0.ogg,data/train_audio_upsampled/grekis/iNat1336498_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1123804_seg0.ogg,data/train_audio_upsampled/grekis/iNat1123804_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC806345_seg0.ogg,data/train_audio_upsampled/grekis/XC806345_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC258973_seg0.ogg,data/train_audio_upsampled/grekis/XC258973_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat925010_seg0.ogg,data/train_audio_upsampled/grekis/iNat925010_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat656426_seg0.ogg,data/train_audio_upsampled/grekis/iNat656426_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1358920_seg0.ogg,data/train_audio_upsampled/grekis/iNat1358920_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC796862_seg0.ogg,data/train_audio_upsampled/grekis/XC796862_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat64616_seg0.ogg,data/train_audio_upsampled/grekis/iNat64616_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1266462_seg0.ogg,data/train_audio_upsampled/grekis/iNat1266462_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1268644_seg0.ogg,data/train_audio_upsampled/grekis/iNat1268644_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1409435_seg0.ogg,data/train_audio_upsampled/grekis/iNat1409435_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat586626_seg0.ogg,data/train_audio_upsampled/grekis/iNat586626_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat386655_seg0.ogg,data/train_audio_upsampled/grekis/iNat386655_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC677016_seg0.ogg,data/train_audio_upsampled/grekis/XC677016_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1412662_seg0.ogg,data/train_audio_upsampled/grekis/iNat1412662_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat926084_seg0.ogg,data/train_audio_upsampled/grekis/iNat926084_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1181809_seg0.ogg,data/train_audio_upsampled/grekis/iNat1181809_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC559350_seg0.ogg,data/train_audio_upsampled/grekis/XC559350_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat430917_seg0.ogg,data/train_audio_upsampled/grekis/iNat430917_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC474863_seg0.ogg,data/train_audio_upsampled/grekis/XC474863_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC915965_seg0.ogg,data/train_audio_upsampled/grekis/XC915965_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat316089_seg0.ogg,data/train_audio_upsampled/grekis/iNat316089_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC913407_seg0.ogg,data/train_audio_upsampled/grekis/XC913407_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat578825_seg0.ogg,data/train_audio_upsampled/grekis/iNat578825_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC983844_seg0.ogg,data/train_audio_upsampled/grekis/XC983844_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1671444_seg0.ogg,data/train_audio_upsampled/grekis/iNat1671444_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat215991_seg0.ogg,data/train_audio_upsampled/grekis/iNat215991_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat201628_seg0.ogg,data/train_audio_upsampled/grekis/iNat201628_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat889681_seg0.ogg,data/train_audio_upsampled/grekis/iNat889681_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/XC998594_seg0.ogg,data/train_audio_upsampled/grekis/XC998594_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat484771_seg0.ogg,data/train_audio_upsampled/grekis/iNat484771_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat232939_seg0.ogg,data/train_audio_upsampled/grekis/iNat232939_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat1254684_seg0.ogg,data/train_audio_upsampled/grekis/iNat1254684_seg0.ogg,grekis
train_audio,grekis,data/train_upsampled_species/grekis/iNat342870_seg0.ogg,data/train_audio_upsampled/grekis/iNat342870_seg0.ogg,grekis
