primary_label,filename,source_file,segment_index,source_duration_sec,start_sec,was_secondary
grekis,grekis/iNat372584_seg0.ogg,grekis/iNat372584.ogg,0,25.992,12.787,False
grekis,grekis/XC9603_seg0.ogg,grekis/XC9603.ogg,0,6.034,0.0,False
grekis,grekis/XC529806_seg0.ogg,grekis/XC529806.ogg,0,25.2,3.457,False
grekis,grekis/XC194633_seg0.ogg,grekis/XC194633.ogg,0,26.253,15.496,False
grekis,grekis/XC194631_seg0.ogg,grekis/XC194631.ogg,0,3.37,0.0,False
grekis,grekis/XC199144_seg0.ogg,grekis/XC199144.ogg,0,10.919,0.967,False
grekis,grekis/iNat586443_seg0.ogg,grekis/iNat586443.ogg,0,16.996,4.552,False
grekis,grekis/XC461078_seg0.ogg,grekis/XC461078.ogg,0,29.179,23.925,False
grekis,grekis/iNat1509090_seg0.ogg,grekis/iNat1509090.ogg,0,6.989,0.0,False
grekis,grekis/XC524047_seg0.ogg,grekis/XC524047.ogg,0,30.0,16.0,False
grekis,grekis/iNat158652_seg0.ogg,grekis/iNat158652.ogg,0,11.072,3.382,False
grekis,grekis/XC452747_seg0.ogg,grekis/XC452747.ogg,0,30.0,17.115,False
grekis,grekis/XC1028832_seg0.ogg,grekis/XC1028832.ogg,0,17.324,10.387,False
grekis,grekis/iNat542282_seg0.ogg,grekis/iNat542282.ogg,0,16.184,8.679,False
grekis,grekis/iNat164641_seg0.ogg,grekis/iNat164641.ogg,0,30.0,5.726,False
grekis,grekis/iNat833941_seg0.ogg,grekis/iNat833941.ogg,0,11.904,0.222,False
grekis,grekis/iNat612764_seg0.ogg,grekis/iNat612764.ogg,0,30.0,7.886,False
grekis,grekis/XC56997_seg0.ogg,grekis/XC56997.ogg,0,21.969,4.543,False
grekis,grekis/XC584175_seg0.ogg,grekis/XC584175.ogg,0,6.452,0.0,False
grekis,grekis/iNat1676393_seg0.ogg,grekis/iNat1676393.ogg,0,30.0,5.275,False
grekis,grekis/XC955485_seg0.ogg,grekis/XC955485.ogg,0,17.816,12.084,False
grekis,grekis/iNat1117277_seg0.ogg,grekis/iNat1117277.ogg,0,12.098,6.22,False
grekis,grekis/iNat1681397_seg0.ogg,grekis/iNat1681397.ogg,0,13.119,2.555,False
grekis,grekis/XC427820_seg0.ogg,grekis/XC427820.ogg,0,30.0,16.386,False
grekis,grekis/XC1045613_seg0.ogg,grekis/XC1045613.ogg,0,12.79,3.082,False
grekis,grekis/XC240055_seg0.ogg,grekis/XC240055.ogg,0,27.716,20.775,False
grekis,grekis/XC771667_seg0.ogg,grekis/XC771667.ogg,0,19.043,6.444,False
grekis,grekis/iNat1416580_seg0.ogg,grekis/iNat1416580.ogg,0,7.224,0.0,False
grekis,grekis/iNat1688786_seg0.ogg,grekis/iNat1688786.ogg,0,12.024,1.861,False
grekis,grekis/XC348992_seg0.ogg,grekis/XC348992.ogg,0,20.924,3.927,False
grekis,grekis/iNat660268_seg0.ogg,grekis/iNat660268.ogg,0,10.054,2.837,False
grekis,grekis/iNat1635320_seg0.ogg,grekis/iNat1635320.ogg,0,12.577,1.991,False
grekis,grekis/iNat1721091_seg0.ogg,grekis/iNat1721091.ogg,0,11.833,3.995,False
grekis,grekis/XC178655_seg0.ogg,grekis/XC178655.ogg,0,21.029,14.391,False
grekis,grekis/iNat340148_seg0.ogg,grekis/iNat340148.ogg,0,26.655,8.649,False
grekis,grekis/iNat139202_seg0.ogg,grekis/iNat139202.ogg,0,17.345,2.708,False
grekis,grekis/XC705482_seg0.ogg,grekis/XC705482.ogg,0,8.856,3.847,False
grekis,grekis/iNat1631614_seg0.ogg,grekis/iNat1631614.ogg,0,30.0,12.738,False
grekis,grekis/iNat1285324_seg0.ogg,grekis/iNat1285324.ogg,0,16.579,1.053,False
grekis,grekis/iNat648914_seg0.ogg,grekis/iNat648914.ogg,0,6.502,0.0,False
grekis,grekis/iNat1722434_seg0.ogg,grekis/iNat1722434.ogg,0,30.0,1.178,False
grekis,grekis/iNat298268_seg0.ogg,grekis/iNat298268.ogg,0,27.051,2.418,False
grekis,grekis/iNat337730_seg0.ogg,grekis/iNat337730.ogg,0,22.531,11.0,False
grekis,grekis/iNat1460187_seg0.ogg,grekis/iNat1460187.ogg,0,5.042,0.0,False
grekis,grekis/iNat1572002_seg0.ogg,grekis/iNat1572002.ogg,0,0.096,0.0,False
grekis,grekis/iNat617529_seg0.ogg,grekis/iNat617529.ogg,0,23.246,14.453,False
grekis,grekis/XC697122_seg0.ogg,grekis/XC697122.ogg,0,2.978,0.0,False
grekis,grekis/iNat1353864_seg0.ogg,grekis/iNat1353864.ogg,0,12.416,3.131,False
grekis,grekis/XC576073_seg0.ogg,grekis/XC576073.ogg,0,30.0,1.588,False
grekis,grekis/iNat490074_seg0.ogg,grekis/iNat490074.ogg,0,11.238,2.381,False
grekis,grekis/XC572749_seg0.ogg,grekis/XC572749.ogg,0,8.62,3.606,False
grekis,grekis/iNat1035217_seg0.ogg,grekis/iNat1035217.ogg,0,30.0,13.228,False
grekis,grekis/iNat549413_seg0.ogg,grekis/iNat549413.ogg,0,5.304,0.0,False
grekis,grekis/iNat1209312_seg0.ogg,grekis/iNat1209312.ogg,0,0.096,0.0,False
grekis,grekis/iNat586116_seg0.ogg,grekis/iNat586116.ogg,0,10.58,5.418,False
grekis,grekis/iNat1480918_seg0.ogg,grekis/iNat1480918.ogg,0,11.796,5.85,False
grekis,grekis/iNat1485673_seg0.ogg,grekis/iNat1485673.ogg,0,12.005,0.08,False
grekis,grekis/iNat176519_seg0.ogg,grekis/iNat176519.ogg,0,11.688,4.82,False
grekis,grekis/iNat1060909_seg0.ogg,grekis/iNat1060909.ogg,0,13.8,5.999,False
grekis,grekis/iNat842708_seg0.ogg,grekis/iNat842708.ogg,0,8.034,1.629,False
grekis,grekis/iNat376840_seg0.ogg,grekis/iNat376840.ogg,0,10.397,1.44,False
grekis,grekis/XC312739_seg0.ogg,grekis/XC312739.ogg,0,20.662,10.039,False
grekis,grekis/iNat1295231_seg0.ogg,grekis/iNat1295231.ogg,0,5.953,0.0,False
grekis,grekis/iNat1614281_seg0.ogg,grekis/iNat1614281.ogg,0,12.887,0.88,False
grekis,grekis/iNat1456036_seg0.ogg,grekis/iNat1456036.ogg,0,4.899,0.0,False
grekis,grekis/iNat555056_seg0.ogg,grekis/iNat555056.ogg,0,13.583,3.732,False
grekis,grekis/XC450808_seg0.ogg,grekis/XC450808.ogg,0,30.0,11.343,False
grekis,grekis/iNat1653409_seg0.ogg,grekis/iNat1653409.ogg,0,8.96,3.777,False
grekis,grekis/iNat393539_seg0.ogg,grekis/iNat393539.ogg,0,12.695,6.74,False
grekis,grekis/iNat735173_seg0.ogg,grekis/iNat735173.ogg,0,7.042,0.0,False
grekis,grekis/iNat819335_seg0.ogg,grekis/iNat819335.ogg,0,21.873,4.444,False
grekis,grekis/XC566614_seg0.ogg,grekis/XC566614.ogg,0,30.0,12.515,False
grekis,grekis/iNat264012_seg0.ogg,grekis/iNat264012.ogg,0,30.0,4.466,False
grekis,grekis/iNat829053_seg0.ogg,grekis/iNat829053.ogg,0,7.663,0.0,False
grekis,grekis/iNat51135_seg0.ogg,grekis/iNat51135.ogg,0,13.084,7.378,False
grekis,grekis/iNat457436_seg0.ogg,grekis/iNat457436.ogg,0,30.0,21.763,False
grekis,grekis/XC521097_seg0.ogg,grekis/XC521097.ogg,0,18.864,4.138,False
grekis,grekis/XC974457_seg0.ogg,grekis/XC974457.ogg,0,30.0,15.974,False
grekis,grekis/iNat730691_seg0.ogg,grekis/iNat730691.ogg,0,30.0,15.224,False
grekis,grekis/XC934071_seg0.ogg,grekis/XC934071.ogg,0,30.0,3.821,False
grekis,grekis/iNat506645_seg0.ogg,grekis/iNat506645.ogg,0,10.449,4.155,False
grekis,grekis/iNat1739068_seg0.ogg,grekis/iNat1739068.ogg,0,30.0,13.484,False
grekis,grekis/iNat175731_seg0.ogg,grekis/iNat175731.ogg,0,11.796,5.291,False
grekis,grekis/XC624603_seg0.ogg,grekis/XC624603.ogg,0,9.117,2.183,False
grekis,grekis/XC639593_seg0.ogg,grekis/XC639593.ogg,0,6.374,0.0,False
grekis,grekis/XC562861_seg0.ogg,grekis/XC562861.ogg,0,30.0,0.014,False
grekis,grekis/iNat64806_seg0.ogg,grekis/iNat64806.ogg,0,15.282,3.333,False
grekis,grekis/iNat1190125_seg0.ogg,grekis/iNat1190125.ogg,0,5.789,0.0,False
grekis,grekis/XC558365_seg0.ogg,grekis/XC558365.ogg,0,3.37,0.0,False
grekis,grekis/XC982940_seg0.ogg,grekis/XC982940.ogg,0,13.431,0.164,False
grekis,grekis/iNat635160_seg0.ogg,grekis/iNat635160.ogg,0,30.0,23.227,False
grekis,grekis/iNat59606_seg0.ogg,grekis/iNat59606.ogg,0,18.204,11.603,False
grekis,grekis/XC123920_seg0.ogg,grekis/XC123920.ogg,0,24.059,15.851,False
grekis,grekis/iNat1336498_seg0.ogg,grekis/iNat1336498.ogg,0,30.0,7.688,False
grekis,grekis/iNat1123804_seg0.ogg,grekis/iNat1123804.ogg,0,9.172,0.242,False
grekis,grekis/XC806345_seg0.ogg,grekis/XC806345.ogg,0,30.0,21.95,False
grekis,grekis/XC258973_seg0.ogg,grekis/XC258973.ogg,0,18.756,13.026,False
grekis,grekis/iNat925010_seg0.ogg,grekis/iNat925010.ogg,0,5.526,0.0,False
grekis,grekis/iNat656426_seg0.ogg,grekis/iNat656426.ogg,0,16.848,1.015,False
grekis,grekis/iNat1358920_seg0.ogg,grekis/iNat1358920.ogg,0,30.0,12.15,False
grekis,grekis/XC796862_seg0.ogg,grekis/XC796862.ogg,0,30.0,1.73,False
grekis,grekis/iNat64616_seg0.ogg,grekis/iNat64616.ogg,0,30.0,19.015,False
grekis,grekis/iNat1266462_seg0.ogg,grekis/iNat1266462.ogg,0,21.895,12.939,False
grekis,grekis/iNat1268644_seg0.ogg,grekis/iNat1268644.ogg,0,19.505,1.862,False
grekis,grekis/iNat1409435_seg0.ogg,grekis/iNat1409435.ogg,0,9.493,2.136,False
grekis,grekis/iNat586626_seg0.ogg,grekis/iNat586626.ogg,0,12.312,4.02,False
grekis,grekis/iNat386655_seg0.ogg,grekis/iNat386655.ogg,0,12.678,2.035,False
grekis,grekis/XC677016_seg0.ogg,grekis/XC677016.ogg,0,13.401,7.329,False
grekis,grekis/iNat1412662_seg0.ogg,grekis/iNat1412662.ogg,0,23.591,7.867,False
grekis,grekis/iNat926084_seg0.ogg,grekis/iNat926084.ogg,0,30.0,5.295,False
grekis,grekis/iNat1181809_seg0.ogg,grekis/iNat1181809.ogg,0,20.216,8.206,False
grekis,grekis/XC559350_seg0.ogg,grekis/XC559350.ogg,0,30.0,18.248,False
grekis,grekis/iNat430917_seg0.ogg,grekis/iNat430917.ogg,0,13.76,1.762,False
grekis,grekis/XC474863_seg0.ogg,grekis/XC474863.ogg,0,23.04,5.623,False
grekis,grekis/XC915965_seg0.ogg,grekis/XC915965.ogg,0,17.424,12.363,False
grekis,grekis/iNat316089_seg0.ogg,grekis/iNat316089.ogg,0,2.977,0.0,False
grekis,grekis/XC913407_seg0.ogg,grekis/XC913407.ogg,0,30.0,16.247,False
grekis,grekis/iNat578825_seg0.ogg,grekis/iNat578825.ogg,0,23.04,7.903,False
grekis,grekis/XC983844_seg0.ogg,grekis/XC983844.ogg,0,7.099,0.0,False
grekis,grekis/iNat1671444_seg0.ogg,grekis/iNat1671444.ogg,0,30.0,12.939,False
grekis,grekis/iNat215991_seg0.ogg,grekis/iNat215991.ogg,0,18.176,1.594,False
grekis,grekis/iNat201628_seg0.ogg,grekis/iNat201628.ogg,0,5.526,0.0,False
grekis,grekis/iNat889681_seg0.ogg,grekis/iNat889681.ogg,0,7.941,0.0,False
grekis,grekis/XC998594_seg0.ogg,grekis/XC998594.ogg,0,24.5,4.382,False
grekis,grekis/iNat484771_seg0.ogg,grekis/iNat484771.ogg,0,30.0,8.452,False
grekis,grekis/iNat232939_seg0.ogg,grekis/iNat232939.ogg,0,17.136,7.14,False
grekis,grekis/iNat1254684_seg0.ogg,grekis/iNat1254684.ogg,0,15.438,2.402,False
grekis,grekis/iNat342870_seg0.ogg,grekis/iNat342870.ogg,0,3.917,0.0,False
grekis,grekis/XC486153_seg0.ogg,grekis/XC486153.ogg,0,30.0,5.505,False
grekis,grekis/XC778564_seg0.ogg,grekis/XC778564.ogg,0,11.337,0.45,False
grekis,grekis/iNat1313850_seg0.ogg,grekis/iNat1313850.ogg,0,5.669,0.0,False
grekis,grekis/iNat1361749_seg0.ogg,grekis/iNat1361749.ogg,0,30.0,15.778,False
grekis,grekis/iNat785400_seg0.ogg,grekis/iNat785400.ogg,0,5.76,0.0,False
grekis,grekis/XC78182_seg0.ogg,grekis/XC78182.ogg,0,11.389,1.463,False
grekis,grekis/XC211737_seg0.ogg,grekis/XC211737.ogg,0,30.0,22.636,False
grekis,grekis/XC360620_seg0.ogg,grekis/XC360620.ogg,0,6.096,0.0,False
grekis,grekis/XC790473_seg0.ogg,grekis/XC790473.ogg,0,29.257,20.852,False
grekis,grekis/XC575562_seg0.ogg,grekis/XC575562.ogg,0,30.0,1.771,False
grekis,grekis/iNat493019_seg0.ogg,grekis/iNat493019.ogg,0,21.061,3.822,False
grekis,grekis/XC974206_seg0.ogg,grekis/XC974206.ogg,0,30.0,16.724,False
grekis,grekis/XC205964_seg0.ogg,grekis/XC205964.ogg,0,16.44,2.451,False
grekis,grekis/iNat140879_seg0.ogg,grekis/iNat140879.ogg,0,29.4,3.228,False
grekis,grekis/iNat1301496_seg0.ogg,grekis/iNat1301496.ogg,0,16.533,10.789,False
grekis,grekis/iNat1280317_seg0.ogg,grekis/iNat1280317.ogg,0,18.001,7.424,False
grekis,grekis/XC494711_seg0.ogg,grekis/XC494711.ogg,0,30.0,11.817,False
grekis,grekis/XC987968_seg0.ogg,grekis/XC987968.ogg,0,29.496,19.22,False
grekis,grekis/iNat1625502_seg0.ogg,grekis/iNat1625502.ogg,0,18.73,11.087,False
grekis,grekis/XC446440_seg0.ogg,grekis/XC446440.ogg,0,30.0,4.76,False
grekis,grekis/iNat1725726_seg0.ogg,grekis/iNat1725726.ogg,0,19.295,1.386,False
grekis,grekis/XC708671_seg0.ogg,grekis/XC708671.ogg,0,26.802,9.398,False
grekis,grekis/iNat954626_seg0.ogg,grekis/iNat954626.ogg,0,23.4,7.794,False
grekis,grekis/iNat355080_seg0.ogg,grekis/iNat355080.ogg,0,21.803,7.847,False
grekis,grekis/XC604880_seg0.ogg,grekis/XC604880.ogg,0,18.965,10.181,False
grekis,grekis/XC547141_seg0.ogg,grekis/XC547141.ogg,0,21.943,11.409,False
grekis,grekis/XC524916_seg0.ogg,grekis/XC524916.ogg,0,30.0,24.604,False
grekis,grekis/iNat1000924_seg0.ogg,grekis/iNat1000924.ogg,0,15.864,1.069,False
grekis,grekis/XC154006_seg0.ogg,grekis/XC154006.ogg,0,30.0,10.066,False
grekis,grekis/XC1035148_seg0.ogg,grekis/XC1035148.ogg,0,8.385,1.149,False
grekis,grekis/iNat836039_seg0.ogg,grekis/iNat836039.ogg,0,5.932,0.0,False
grekis,grekis/iNat986332_seg0.ogg,grekis/iNat986332.ogg,0,11.889,5.936,False
grekis,grekis/iNat160421_seg0.ogg,grekis/iNat160421.ogg,0,14.424,2.343,False
grekis,grekis/iNat998322_seg0.ogg,grekis/iNat998322.ogg,0,11.61,1.257,False
grekis,grekis/iNat1004220_seg0.ogg,grekis/iNat1004220.ogg,0,12.934,3.559,False
grekis,grekis/XC455017_seg0.ogg,grekis/XC455017.ogg,0,30.0,10.547,False
grekis,grekis/XC936081_seg0.ogg,grekis/XC936081.ogg,0,30.0,6.964,False
grekis,grekis/iNat1620946_seg0.ogg,grekis/iNat1620946.ogg,0,22.569,4.389,False
grekis,grekis/iNat472559_seg0.ogg,grekis/iNat472559.ogg,0,30.0,23.082,False
grekis,grekis/XC197137_seg0.ogg,grekis/XC197137.ogg,0,29.205,10.726,False
grekis,grekis/XC336010_seg0.ogg,grekis/XC336010.ogg,0,30.0,21.534,False
grekis,grekis/iNat1313854_seg0.ogg,grekis/iNat1313854.ogg,0,4.653,0.0,False
grekis,grekis/XC147340_seg0.ogg,grekis/XC147340.ogg,0,22.656,9.717,False
grekis,grekis/XC258971_seg0.ogg,grekis/XC258971.ogg,0,24.137,0.968,False
grekis,grekis/XC543428_seg0.ogg,grekis/XC543428.ogg,0,29.362,24.344,False
grekis,grekis/iNat155210_seg0.ogg,grekis/iNat155210.ogg,0,16.512,9.624,False
grekis,grekis/iNat381839_seg0.ogg,grekis/iNat381839.ogg,0,11.818,6.606,False
grekis,grekis/iNat1631701_seg0.ogg,grekis/iNat1631701.ogg,0,13.531,7.903,False
grekis,grekis/iNat518651_seg0.ogg,grekis/iNat518651.ogg,0,17.92,10.965,False
grekis,grekis/iNat1022320_seg0.ogg,grekis/iNat1022320.ogg,0,23.404,3.061,False
grekis,grekis/XC435988_seg0.ogg,grekis/XC435988.ogg,0,5.303,0.0,False
grekis,grekis/iNat64602_seg0.ogg,grekis/iNat64602.ogg,0,30.0,12.141,False
grekis,grekis/iNat115622_seg0.ogg,grekis/iNat115622.ogg,0,4.779,0.0,False
grekis,grekis/XC387677_seg0.ogg,grekis/XC387677.ogg,0,12.643,1.634,False
grekis,grekis/iNat1710453_seg0.ogg,grekis/iNat1710453.ogg,0,30.0,10.026,False
grekis,grekis/iNat972136_seg0.ogg,grekis/iNat972136.ogg,0,7.392,0.0,False
grekis,grekis/XC332326_seg0.ogg,grekis/XC332326.ogg,0,30.0,1.466,False
grekis,grekis/XC551630_seg0.ogg,grekis/XC551630.ogg,0,30.0,9.474,False
grekis,grekis/iNat998668_seg0.ogg,grekis/iNat998668.ogg,0,7.244,0.0,False
grekis,grekis/XC743922_seg0.ogg,grekis/XC743922.ogg,0,30.0,24.633,False
grekis,grekis/XC82345_seg0.ogg,grekis/XC82345.ogg,0,7.602,0.0,False
grekis,grekis/iNat525110_seg0.ogg,grekis/iNat525110.ogg,0,10.426,1.439,False
grekis,grekis/iNat1301749_seg0.ogg,grekis/iNat1301749.ogg,0,10.321,4.172,False
grekis,grekis/XC705488_seg0.ogg,grekis/XC705488.ogg,0,8.568,1.623,False
grekis,grekis/XC796861_seg0.ogg,grekis/XC796861.ogg,0,14.128,3.861,False
grekis,grekis/iNat342228_seg0.ogg,grekis/iNat342228.ogg,0,13.845,8.467,False
grekis,grekis/XC579640_seg0.ogg,grekis/XC579640.ogg,0,10.296,5.272,False
grekis,grekis/XC484778_seg0.ogg,grekis/XC484778.ogg,0,17.45,6.919,False
grekis,grekis/iNat582702_seg0.ogg,grekis/iNat582702.ogg,0,30.0,17.96,False
grekis,grekis/iNat925213_seg0.ogg,grekis/iNat925213.ogg,0,10.89,0.912,False
grekis,grekis/iNat961381_seg0.ogg,grekis/iNat961381.ogg,0,21.78,4.979,False
grekis,grekis/iNat887899_seg0.ogg,grekis/iNat887899.ogg,0,19.458,14.005,False
grekis,grekis/XC152204_seg0.ogg,grekis/XC152204.ogg,0,30.0,14.48,False
grekis,grekis/iNat1657347_seg0.ogg,grekis/iNat1657347.ogg,0,9.334,2.35,False
grekis,grekis/iNat37823_seg0.ogg,grekis/iNat37823.ogg,0,25.495,15.33,False
grekis,grekis/iNat857627_seg0.ogg,grekis/iNat857627.ogg,0,25.2,1.155,False
grekis,grekis/iNat177277_seg0.ogg,grekis/iNat177277.ogg,0,26.496,12.557,False
grekis,grekis/iNat1340443_seg0.ogg,grekis/iNat1340443.ogg,0,9.242,2.133,False
grekis,grekis/iNat1663561_seg0.ogg,grekis/iNat1663561.ogg,0,0.104,0.0,False
grekis,grekis/iNat413187_seg0.ogg,grekis/iNat413187.ogg,0,11.424,5.478,False
grekis,grekis/iNat789711_seg0.ogg,grekis/iNat789711.ogg,0,5.155,0.0,False
grekis,grekis/iNat584093_seg0.ogg,grekis/iNat584093.ogg,0,22.32,2.727,False
grekis,grekis/iNat1274076_seg0.ogg,grekis/iNat1274076.ogg,0,11.568,6.31,False
grekis,grekis/XC797399_seg0.ogg,grekis/XC797399.ogg,0,8.076,0.246,False
grekis,grekis/XC520722_seg0.ogg,grekis/XC520722.ogg,0,14.942,1.847,False
grekis,grekis/iNat1405967_seg0.ogg,grekis/iNat1405967.ogg,0,11.029,3.587,False
grekis,grekis/iNat1708766_seg0.ogg,grekis/iNat1708766.ogg,0,8.42,2.309,False
grekis,grekis/iNat1287344_seg0.ogg,grekis/iNat1287344.ogg,0,9.488,1.056,False
grekis,grekis/iNat1471543_seg0.ogg,grekis/iNat1471543.ogg,0,14.279,1.112,False
grekis,grekis/XC295396_seg0.ogg,grekis/XC295396.ogg,0,8.359,2.991,False
grekis,grekis/iNat1733447_seg0.ogg,grekis/iNat1733447.ogg,0,12.491,1.844,False
grekis,grekis/XC814128_seg0.ogg,grekis/XC814128.ogg,0,30.0,14.863,False
grekis,grekis/iNat30513_seg0.ogg,grekis/iNat30513.ogg,0,4.414,0.0,False
grekis,grekis/iNat599167_seg0.ogg,grekis/iNat599167.ogg,0,8.313,2.052,False
grekis,grekis/iNat1694988_seg0.ogg,grekis/iNat1694988.ogg,0,15.019,4.2,False
grekis,grekis/iNat1347675_seg0.ogg,grekis/iNat1347675.ogg,0,30.0,14.592,False
grekis,grekis/XC391254_seg0.ogg,grekis/XC391254.ogg,0,9.848,2.534,False
