filename,start,end,primary_label,start_sec,end_sec,chunk_id,fold
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:10,00:00:15,22961;65377;65380,10,15,BC2026_Train_0014_S13_20220228_214500_15,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:15,00:00:20,22961;65377;65380,15,20,BC2026_Train_0014_S13_20220228_214500_20,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:20,00:00:25,22961;23158;65377;65380,20,25,BC2026_Train_0014_S13_20220228_214500_25,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:25,00:00:30,22961;65377;65380,25,30,BC2026_Train_0014_S13_20220228_214500_30,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:30,00:00:35,22961;65377;65380,30,35,BC2026_Train_0014_S13_20220228_214500_35,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:35,00:00:40,22961;23158;65380,35,40,BC2026_Train_0014_S13_20220228_214500_40,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:40,00:00:45,22961;23158;517063;65377;65380,40,45,BC2026_Train_0014_S13_20220228_214500_45,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:45,00:00:50,22961;65380,45,50,BC2026_Train_0014_S13_20220228_214500_50,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:50,00:00:55,22961;23158;65377;65380,50,55,BC2026_Train_0014_S13_20220228_214500_55,0
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:55,00:01:00,22961;517063;65377;65380,55,60,BC2026_Train_0014_S13_20220228_214500_60,0
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:00,00:00:05,326272;517063,0,5,BC2026_Train_0061_S19_20250418_210000_5,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:05,00:00:10,326272,5,10,BC2026_Train_0061_S19_20250418_210000_10,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:10,00:00:15,326272,10,15,BC2026_Train_0061_S19_20250418_210000_15,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:15,00:00:20,326272,15,20,BC2026_Train_0061_S19_20250418_210000_20,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:20,00:00:25,326272,20,25,BC2026_Train_0061_S19_20250418_210000_25,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:25,00:00:30,326272,25,30,BC2026_Train_0061_S19_20250418_210000_30,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:30,00:00:35,326272,30,35,BC2026_Train_0061_S19_20250418_210000_35,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:35,00:00:40,326272,35,40,BC2026_Train_0061_S19_20250418_210000_40,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:40,00:00:45,326272,40,45,BC2026_Train_0061_S19_20250418_210000_45,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:45,00:00:50,326272,45,50,BC2026_Train_0061_S19_20250418_210000_50,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:50,00:00:55,326272,50,55,BC2026_Train_0061_S19_20250418_210000_55,2
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:55,00:01:00,517063,55,60,BC2026_Train_0061_S19_20250418_210000_60,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:00,00:00:05,24279;555146;65380;66971,0,5,BC2026_Train_0046_S22_20220127_230000_5,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:05,00:00:10,24279;24321;555146;65380;66971,5,10,BC2026_Train_0046_S22_20220127_230000_10,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:10,00:00:15,24279;24321;555146;65380;66971,10,15,BC2026_Train_0046_S22_20220127_230000_15,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:15,00:00:20,24279;24321;555146;65380,15,20,BC2026_Train_0046_S22_20220127_230000_20,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:20,00:00:25,24279;555146;65380,20,25,BC2026_Train_0046_S22_20220127_230000_25,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:25,00:00:30,24279;555146;65380;66971,25,30,BC2026_Train_0046_S22_20220127_230000_30,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:30,00:00:35,24279;555146;65380;66971,30,35,BC2026_Train_0046_S22_20220127_230000_35,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:35,00:00:40,24279;24321;555146;65380;66971,35,40,BC2026_Train_0046_S22_20220127_230000_40,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:40,00:00:45,24279;24321;555146;65380,40,45,BC2026_Train_0046_S22_20220127_230000_45,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:45,00:00:50,24279;24321;555146;65380;66971,45,50,BC2026_Train_0046_S22_20220127_230000_50,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:50,00:00:55,24279;555146;65380;66971,50,55,BC2026_Train_0046_S22_20220127_230000_55,2
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:55,00:01:00,24279;555146;65380,55,60,BC2026_Train_0046_S22_20220127_230000_60,2
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:00,00:00:05,47158son07;chvcon1;undtin1;whtdov,0,5,BC2026_Train_0057_S15_20250617_060000_5,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:05,00:00:10,47158son07;chacha1;chvcon1;whtdov,5,10,BC2026_Train_0057_S15_20250617_060000_10,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:10,00:00:15,47158son07;chacha1;chvcon1;whtdov,10,15,BC2026_Train_0057_S15_20250617_060000_15,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:15,00:00:20,47158son07;chvcon1;limpki;whtdov,15,20,BC2026_Train_0057_S15_20250617_060000_20,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:20,00:00:25,47158son07;chvcon1;limpki;whtdov,20,25,BC2026_Train_0057_S15_20250617_060000_25,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:25,00:00:30,47158son07;chvcon1;undtin1;whtdov,25,30,BC2026_Train_0057_S15_20250617_060000_30,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:30,00:00:35,47158son07;chvcon1;undtin1;whtdov,30,35,BC2026_Train_0057_S15_20250617_060000_35,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:35,00:00:40,47158son07;chvcon1;undtin1;whtdov,35,40,BC2026_Train_0057_S15_20250617_060000_40,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:40,00:00:45,47158son07;chvcon1;magant1;whtdov,40,45,BC2026_Train_0057_S15_20250617_060000_45,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:45,00:00:50,47158son07;rutjac1;undtin1;whtdov,45,50,BC2026_Train_0057_S15_20250617_060000_50,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:50,00:00:55,47158son07;chvcon1;purjay1;undtin1;whtdov,50,55,BC2026_Train_0057_S15_20250617_060000_55,0
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:55,00:01:00,47158son07;chvcon1;undtin1;whtdov,55,60,BC2026_Train_0057_S15_20250617_060000_60,0
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:00,00:00:05,116570;47158son03;47158son18;chacha1,0,5,BC2026_Train_0004_S08_20250607_070007_5,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:05,00:00:10,116570;47158son03;47158son17;47158son18;chacha1,5,10,BC2026_Train_0004_S08_20250607_070007_10,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:10,00:00:15,47158son03;47158son17;47158son18;chacha1,10,15,BC2026_Train_0004_S08_20250607_070007_15,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:15,00:00:20,116570;47158son03;47158son17;47158son18;chacha1,15,20,BC2026_Train_0004_S08_20250607_070007_20,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:20,00:00:25,116570;47158son03;47158son17;47158son18;47158son19;chacha1,20,25,BC2026_Train_0004_S08_20250607_070007_25,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:25,00:00:30,47158son03;47158son17;47158son18,25,30,BC2026_Train_0004_S08_20250607_070007_30,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:30,00:00:35,47158son03;47158son17;47158son18,30,35,BC2026_Train_0004_S08_20250607_070007_35,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:35,00:00:40,47158son03;47158son17;47158son18,35,40,BC2026_Train_0004_S08_20250607_070007_40,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:40,00:00:45,47158son03;47158son17;47158son18,40,45,BC2026_Train_0004_S08_20250607_070007_45,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:45,00:00:50,47158son03;47158son18,45,50,BC2026_Train_0004_S08_20250607_070007_50,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:50,00:00:55,47158son03;47158son18,50,55,BC2026_Train_0004_S08_20250607_070007_55,1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:55,00:01:00,47158son03;47158son17;47158son18,55,60,BC2026_Train_0004_S08_20250607_070007_60,1
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:00,00:00:05,555146;65380;66971,0,5,BC2026_Train_0049_S22_20220203_221500_5,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:05,00:00:10,517063;555146;65380;66971,5,10,BC2026_Train_0049_S22_20220203_221500_10,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:10,00:00:15,24321;555146;65380;66971,10,15,BC2026_Train_0049_S22_20220203_221500_15,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:15,00:00:20,24321;555146;65380;66971,15,20,BC2026_Train_0049_S22_20220203_221500_20,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:20,00:00:25,24321;555146;65380;66971,20,25,BC2026_Train_0049_S22_20220203_221500_25,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:25,00:00:30,24321;517063;555146;65380;66971,25,30,BC2026_Train_0049_S22_20220203_221500_30,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:30,00:00:35,24321;517063;555146;65380;66971,30,35,BC2026_Train_0049_S22_20220203_221500_35,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:35,00:00:40,24321;555146;65380;66971,35,40,BC2026_Train_0049_S22_20220203_221500_40,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:40,00:00:45,24321;555146;65380;66971,40,45,BC2026_Train_0049_S22_20220203_221500_45,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:45,00:00:50,22973;24321;555146;65380;66971,45,50,BC2026_Train_0049_S22_20220203_221500_50,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:50,00:00:55,24321;555146;65380;66971,50,55,BC2026_Train_0049_S22_20220203_221500_55,2
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:55,00:01:00,22973;555146;65380;66971,55,60,BC2026_Train_0049_S22_20220203_221500_60,2
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:15,00:00:20,555146,15,20,BC2026_Train_0015_S18_20211016_011500_20,1
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:50,00:00:55,517063,50,55,BC2026_Train_0015_S18_20211016_011500_55,1
BC2026_Train_0015_S18_20211016_011500.ogg,00:00:55,00:01:00,517063,55,60,BC2026_Train_0015_S18_20211016_011500_60,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:00,00:00:05,517063;65380,0,5,BC2026_Train_0056_S22_20220221_214500_5,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:05,00:00:10,517063;65380,5,10,BC2026_Train_0056_S22_20220221_214500_10,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:10,00:00:15,517063;555146;65380,10,15,BC2026_Train_0056_S22_20220221_214500_15,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:15,00:00:20,517063;65380;66971,15,20,BC2026_Train_0056_S22_20220221_214500_20,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:20,00:00:25,517063;555146;65380;66971,20,25,BC2026_Train_0056_S22_20220221_214500_25,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:25,00:00:30,517063;65380;66971,25,30,BC2026_Train_0056_S22_20220221_214500_30,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:30,00:00:35,517063;65380;66971,30,35,BC2026_Train_0056_S22_20220221_214500_35,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:35,00:00:40,517063;65380;66971,35,40,BC2026_Train_0056_S22_20220221_214500_40,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:40,00:00:45,517063;65380;66971,40,45,BC2026_Train_0056_S22_20220221_214500_45,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:45,00:00:50,517063;65380,45,50,BC2026_Train_0056_S22_20220221_214500_50,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:50,00:00:55,517063;555146;65380,50,55,BC2026_Train_0056_S22_20220221_214500_55,1
BC2026_Train_0056_S22_20220221_214500.ogg,00:00:55,00:01:00,517063;555146;65380,55,60,BC2026_Train_0056_S22_20220221_214500_60,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:00,00:00:05,22973;517063;65380,0,5,BC2026_Train_0044_S22_20220124_023000_5,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:05,00:00:10,22973;517063;65380,5,10,BC2026_Train_0044_S22_20220124_023000_10,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:10,00:00:15,22973;517063;65380,10,15,BC2026_Train_0044_S22_20220124_023000_15,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:15,00:00:20,22973;24321;517063;65380,15,20,BC2026_Train_0044_S22_20220124_023000_20,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:20,00:00:25,22973;24321;517063;65380,20,25,BC2026_Train_0044_S22_20220124_023000_25,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:25,00:00:30,22973;517063;65380,25,30,BC2026_Train_0044_S22_20220124_023000_30,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:30,00:00:35,22973;24279;517063;65380,30,35,BC2026_Train_0044_S22_20220124_023000_35,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:35,00:00:40,22973;24321;517063;65380,35,40,BC2026_Train_0044_S22_20220124_023000_40,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:40,00:00:45,22967;22973;24321;517063;65380,40,45,BC2026_Train_0044_S22_20220124_023000_45,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:45,00:00:50,22967;22973;517063;65380,45,50,BC2026_Train_0044_S22_20220124_023000_50,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:50,00:00:55,22973;24321;517063;65380,50,55,BC2026_Train_0044_S22_20220124_023000_55,1
BC2026_Train_0044_S22_20220124_023000.ogg,00:00:55,00:01:00,22973;24321;517063;65380,55,60,BC2026_Train_0044_S22_20220124_023000_60,1
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:00,00:00:05,grekis,0,5,BC2026_Train_0007_S09_20250829_000000_5,2
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:05,00:00:10,thlwre1,5,10,BC2026_Train_0007_S09_20250829_000000_10,2
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:10,00:00:15,516975;thlwre1,10,15,BC2026_Train_0007_S09_20250829_000000_15,2
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:15,00:00:20,516975,15,20,BC2026_Train_0007_S09_20250829_000000_20,2
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:35,00:00:40,chacha1,35,40,BC2026_Train_0007_S09_20250829_000000_40,2
