filename,start,end,primary_label,source_type,audio_path,fold
BC2026_Train_0019_S22_20211104_200000.ogg,40,45,22973;47144;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0019_S22_20211104_200000_40_45.ogg,0
BC2026_Train_0019_S22_20211104_200000.ogg,45,50,22973;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0019_S22_20211104_200000_45_50.ogg,0
BC2026_Train_0019_S22_20211104_200000.ogg,50,55,22973,original,data/train_soundscapes_upsampled/BC2026_Train_0019_S22_20211104_200000_50_55.ogg,0
BC2026_Train_0019_S22_20211104_200000.ogg,55,60,22973,original,data/train_soundscapes_upsampled/BC2026_Train_0019_S22_20211104_200000_55_60.ogg,0
BC2026_Train_0053_S22_20220211_204500.ogg,0,5,22973;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_0_5.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,5,10,22973;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_5_10.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,10,15,22973;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_10_15.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,15,20,22973;24321;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_15_20.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,20,25,22973;24321;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_20_25.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,25,30,22973;24321;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_25_30.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,30,35,22973;24321;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_30_35.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,35,40,22973;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_35_40.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,40,45,22973;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_40_45.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,45,50,22973;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_45_50.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,50,55,22973;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_50_55.ogg,1
BC2026_Train_0053_S22_20220211_204500.ogg,55,60,22973;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0053_S22_20220211_204500_55_60.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,0,5,24279;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_0_5.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,5,10,24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_5_10.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,10,15,22973;24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_10_15.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,15,20,22973;23158;24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_15_20.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,20,25,23158;24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_20_25.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,25,30,24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_25_30.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,30,35,22973;23158;24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_30_35.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,35,40,23158;24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_35_40.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,40,45,22973;24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_40_45.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,45,50,22973;24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_45_50.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,50,55,22973;23158;24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_50_55.ogg,1
BC2026_Train_0047_S22_20220131_003000.ogg,55,60,24279;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0047_S22_20220131_003000_55_60.ogg,1
BC2026_Train_0027_S22_20211129_014500.ogg,0,5,1491113;22967;22973;24279;517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_0_5.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,5,10,1491113;22967;22973;517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_5_10.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,10,15,1491113;22967;22973;24279;517063;65380;67252;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_10_15.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,15,20,1491113;22967;22973;24279;517063;65380;67252,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_15_20.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,20,25,1491113;22967;22973;517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_20_25.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,25,30,1491113;22967;22973;517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_25_30.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,30,35,1491113;22967;22973;517063;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_30_35.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,35,40,1491113;22967;22973;517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_35_40.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,40,45,1491113;22967;22973;517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_40_45.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,45,50,1491113;22967;22973;517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_45_50.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,50,55,1491113;22967;22973;517063;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_50_55.ogg,0
BC2026_Train_0027_S22_20211129_014500.ogg,55,60,1491113;22967;22973;517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0027_S22_20211129_014500_55_60.ogg,0
BC2026_Train_0005_S08_20250607_070007.ogg,0,5,47158son15;47158son16;47158son17;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_0_5.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,5,10,47158son15;47158son16;47158son17;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_5_10.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,10,15,47158son15;47158son16;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_10_15.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,15,20,116570;47158son15;47158son16;47158son17;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_15_20.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,20,25,47158son15;47158son16;47158son17;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_20_25.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,25,30,116570;47158son15;47158son16;47158son17;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_25_30.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,30,35,47158son15;47158son16;47158son17;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_30_35.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,35,40,47158son15;47158son16;47158son17;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_35_40.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,40,45,47158son15;47158son16;47158son17;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_40_45.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,45,50,47158son15;47158son16;47158son17;47158son25;chacha1,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_45_50.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,50,55,47158son15;47158son16;47158son17;47158son25;chacha1,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_50_55.ogg,1
BC2026_Train_0005_S08_20250607_070007.ogg,55,60,47158son15;47158son16;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0005_S08_20250607_070007_55_60.ogg,1
BC2026_Train_0014_S13_20220228_214500.ogg,0,5,22961;23158;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_0_5.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,5,10,22961;23158;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_5_10.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,10,15,22961;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_10_15.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,15,20,22961;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_15_20.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,20,25,22961;23158;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_20_25.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,25,30,22961;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_25_30.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,30,35,22961;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_30_35.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,35,40,22961;23158;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_35_40.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,40,45,22961;23158;517063;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_40_45.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,45,50,22961;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_45_50.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,50,55,22961;23158;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_50_55.ogg,0
BC2026_Train_0014_S13_20220228_214500.ogg,55,60,22961;517063;65377;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0014_S13_20220228_214500_55_60.ogg,0
BC2026_Train_0061_S19_20250418_210000.ogg,0,5,326272;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_0_5.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,5,10,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_5_10.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,10,15,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_10_15.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,15,20,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_15_20.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,20,25,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_20_25.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,25,30,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_25_30.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,30,35,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_30_35.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,35,40,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_35_40.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,40,45,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_40_45.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,45,50,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_45_50.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,50,55,326272,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_50_55.ogg,2
BC2026_Train_0061_S19_20250418_210000.ogg,55,60,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0061_S19_20250418_210000_55_60.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,0,5,24279;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_0_5.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,5,10,24279;24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_5_10.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,10,15,24279;24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_10_15.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,15,20,24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_15_20.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,20,25,24279;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_20_25.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,25,30,24279;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_25_30.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,30,35,24279;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_30_35.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,35,40,24279;24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_35_40.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,40,45,24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_40_45.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,45,50,24279;24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_45_50.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,50,55,24279;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_50_55.ogg,2
BC2026_Train_0046_S22_20220127_230000.ogg,55,60,24279;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0046_S22_20220127_230000_55_60.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,0,5,47158son07;chvcon1;undtin1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_0_5.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,5,10,47158son07;chacha1;chvcon1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_5_10.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,10,15,47158son07;chacha1;chvcon1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_10_15.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,15,20,47158son07;chvcon1;limpki;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_15_20.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,20,25,47158son07;chvcon1;limpki;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_20_25.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,25,30,47158son07;chvcon1;undtin1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_25_30.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,30,35,47158son07;chvcon1;undtin1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_30_35.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,35,40,47158son07;chvcon1;undtin1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_35_40.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,40,45,47158son07;chvcon1;magant1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_40_45.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,45,50,47158son07;rutjac1;undtin1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_45_50.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,50,55,47158son07;chvcon1;purjay1;undtin1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_50_55.ogg,2
BC2026_Train_0057_S15_20250617_060000.ogg,55,60,47158son07;chvcon1;undtin1;whtdov,original,data/train_soundscapes_upsampled/BC2026_Train_0057_S15_20250617_060000_55_60.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,0,5,116570;47158son03;47158son18;chacha1,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_0_5.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,5,10,116570;47158son03;47158son17;47158son18;chacha1,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_5_10.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,10,15,47158son03;47158son17;47158son18;chacha1,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_10_15.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,15,20,116570;47158son03;47158son17;47158son18;chacha1,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_15_20.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,20,25,116570;47158son03;47158son17;47158son18;47158son19;chacha1,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_20_25.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,25,30,47158son03;47158son17;47158son18,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_25_30.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,30,35,47158son03;47158son17;47158son18,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_30_35.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,35,40,47158son03;47158son17;47158son18,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_35_40.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,40,45,47158son03;47158son17;47158son18,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_40_45.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,45,50,47158son03;47158son18,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_45_50.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,50,55,47158son03;47158son18,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_50_55.ogg,2
BC2026_Train_0004_S08_20250607_070007.ogg,55,60,47158son03;47158son17;47158son18,original,data/train_soundscapes_upsampled/BC2026_Train_0004_S08_20250607_070007_55_60.ogg,2
BC2026_Train_0049_S22_20220203_221500.ogg,0,5,555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_0_5.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,5,10,517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_5_10.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,10,15,24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_10_15.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,15,20,24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_15_20.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,20,25,24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_20_25.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,25,30,24321;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_25_30.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,30,35,24321;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_30_35.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,35,40,24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_35_40.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,40,45,24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_40_45.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,45,50,22973;24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_45_50.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,50,55,24321;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_50_55.ogg,1
BC2026_Train_0049_S22_20220203_221500.ogg,55,60,22973;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0049_S22_20220203_221500_55_60.ogg,1
BC2026_Train_0015_S18_20211016_011500.ogg,15,20,555146,original,data/train_soundscapes_upsampled/BC2026_Train_0015_S18_20211016_011500_15_20.ogg,2
BC2026_Train_0015_S18_20211016_011500.ogg,50,55,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0015_S18_20211016_011500_50_55.ogg,2
BC2026_Train_0015_S18_20211016_011500.ogg,55,60,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0015_S18_20211016_011500_55_60.ogg,2
BC2026_Train_0056_S22_20220221_214500.ogg,0,5,517063;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0056_S22_20220221_214500_0_5.ogg,2
BC2026_Train_0056_S22_20220221_214500.ogg,5,10,517063;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0056_S22_20220221_214500_5_10.ogg,2
BC2026_Train_0056_S22_20220221_214500.ogg,10,15,517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0056_S22_20220221_214500_10_15.ogg,2
BC2026_Train_0056_S22_20220221_214500.ogg,15,20,517063;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0056_S22_20220221_214500_15_20.ogg,2
BC2026_Train_0056_S22_20220221_214500.ogg,20,25,517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0056_S22_20220221_214500_20_25.ogg,2
BC2026_Train_0056_S22_20220221_214500.ogg,25,30,517063;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0056_S22_20220221_214500_25_30.ogg,2
BC2026_Train_0056_S22_20220221_214500.ogg,30,35,517063;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0056_S22_20220221_214500_30_35.ogg,2
